y	x1	x2	error
0.243130042	0.883752945	-0.23249411	0.067766147
0.270437909	0.93845774	-0.12308452	-0.208825735
0.292063605	0.91287162	-0.17425676	-0.02643646
0.401176969	0.93340674	-0.13318652	-0.043756988
0.33541312	0.913741235	-0.17251753	0.011986407
0.363852568	0.90982595	-0.1803481	0.062309086
0.45931218	0.923957655	-0.15208469	0.075174674
0.329716851	0.91606342	-0.16787316	-0.007051086
0.199643827	0.901233565	-0.19753287	-0.05656204
0.046126664	0.86658555	-0.2668289	-0.064714223
0.175102028	0.894540535	-0.21091893	-0.048345791
0.202094562	0.857801655	-0.28439669	0.118568779
-0.00883977	0.870540965	-0.25891807	-0.133240464
0.266952454	0.849374805	-0.30125039	0.20600567
0.033846252	0.858176585	-0.28364683	-0.050766624
0.051843058	0.861469425	-0.27706115	-0.042619197
0.113854798	0.835958285	-0.32808343	0.081529841
0.062836926	0.836003805	-0.32799239	0.030430077
-0.060726262	0.82633855	-0.3473229	-0.078069242
0.26999527	0.85304127	-0.29391746	0.199660862
0.063784628	0.79456476	-0.41087048	0.063046082
0.027928722	0.82759829	-0.34480342	0.008887082
-0.086321871	0.824630515	-0.35073897	-0.101488428
-0.131647387	0.81782845	-0.3643431	-0.139593728
0.006842903	0.797910885	-0.40417823	0.006733793
0.020228107	0.779858675	-0.44028265	0.010086283
0.197792235	0.79973915	-0.4005217	0.197790534
-0.011484987	0.797425225	-0.40514955	-0.011650724
-0.066168429	0.822680145	-0.35463971	-0.079028153
0.117606144	0.77219746	-0.45560508	0.098281613
-0.020955809	0.794943355	-0.41011329	-0.02159505
-0.103403882	0.76967298	-0.46065404	-0.126397086
-0.046656852	0.77845471	-0.44309058	-0.05826184
-0.009957951	0.793137705	-0.41372459	-0.011135228
0.043945214	0.75703265	-0.4859347	-0.002209615
-0.057367303	0.783633685	-0.43273263	-0.06406371
-0.080955861	0.76196572	-0.47606856	-0.117121022
0.058043138	0.752834585	-0.49433083	0.002428729
-0.00335617	0.74422292	-0.51155416	-0.081133236
0.264053529	0.72253747	-0.55492506	0.11404244
0.330630259	0.726958455	-0.54608309	0.197253577
0.116834351	0.73716588	-0.52566824	0.018131185
0.033190958	0.737667365	-0.52466527	-0.063942977
0.091345894	0.756494525	-0.48701095	0.044027735
0.240979931	0.73449946	-0.53100108	0.133721912
0.145716616	0.731047235	-0.53790553	0.026854521
0.273495532	0.700676175	-0.59864765	0.026864977
0.287180378	0.71954999	-0.56090002	0.125375275
0.269929267	0.690760415	-0.61847917	-0.028402906
0.241068577	0.717672785	-0.56465443	0.071624319
0.042128424	0.734374195	-0.53125161	-0.065540233
0.382293145	0.695628735	-0.60874253	0.109959121
0.347014207	0.69253693	-0.61492614	0.058306422
0.245623851	0.675981185	-0.64803763	-0.138892811
0.351690793	0.680100565	-0.63979887	-0.00770607
0.435235733	0.67689467	-0.64621066	0.056362676
0.280140232	0.691631345	-0.61673731	-0.013453903
0.494330808	0.68795189	-0.62409622	0.180461334
0.453795328	0.670793795	-0.65841241	0.036439243
0.268167196	0.67987976	-0.64024048	-0.092554605
0.469267068	0.659512195	-0.68097561	-0.024153516
0.280277693	0.66162782	-0.67674436	-0.198393812
0.473140369	0.66342906	-0.67314188	0.006849828
0.40327587	0.63766634	-0.72466732	-0.255529559
0.571636592	0.64030333	-0.71939334	-0.065939068
0.46369041	0.643454225	-0.71309155	-0.148974082
0.861017392	0.617271875	-0.76545625	0.0262782
0.787754537	0.620730665	-0.75853867	-0.015682825
0.752622504	0.645155475	-0.70968905	0.153201831
0.805489892	0.61822013	-0.76355974	-0.020608136
0.783584342	0.633191655	-0.73361669	0.087958743
0.367822643	0.652126425	-0.69574715	-0.178842212
0.738899021	0.61879611	-0.76240778	-0.081972223
0.667800564	0.63698215	-0.7260357	0.003430079
0.791158116	0.62089597	-0.75820806	-0.010798223
0.760884777	0.61867291	-0.76265418	-0.061103062
1.094039833	0.60880404	-0.78239192	0.180142455
0.823485722	0.607571945	-0.78485611	-0.102228187
1.252516971	0.586225785	-0.82754843	0.110031596
1.015458332	0.589175855	-0.82164829	-0.095712171
0.931402027	0.60087606	-0.79824788	-0.05985656
1.053209896	0.60187133	-0.79625734	0.071835649
1.362040152	0.5590574	-0.8818852	-0.08929326
1.161932323	0.58685157	-0.82629686	0.026125993
1.185888221	0.59683052	-0.80633896	0.153942281
0.87068549	0.60098779	-0.79802442	-0.119461003
0.88521758	0.580804075	-0.83839185	-0.315953758
